COUNTY,STATE,POPEST2019,BEDS,HELIPADS,NONPROF,PRIVATE,GOVERNM,LAT,LON
Autauga County,Alabama,55869,85.0,0,0,0,1,32.5165255,-86.6319403
Baldwin County,Alabama,223234,398.0,2,2,2,0,30.5677527,-87.7324392
Barbour County,Alabama,24686,74.0,1,0,0,1,31.8589311,-85.4032078
Bibb County,Alabama,22394,35.0,1,0,0,1,32.971079,-87.1227088
Blount County,Alabama,57826,40.0,1,1,0,0,33.9510169,-86.5702002
Bullock County,Alabama,10101,61.0,0,0,1,0,32.09929,-85.7091657
Butler County,Alabama,19448,94.0,1,0,2,0,31.7340713,-86.67547929999998
Calhoun County,Alabama,113605,590.0,2,0,3,0,33.7514505,-85.8315666
Chambers County,Alabama,33254,115.0,0,1,0,0,32.8901658,-85.3866953
Cherokee County,Alabama,26196,60.0,1,0,1,0,34.1142554,-85.60045140000003
Chilton County,Alabama,44428,26.0,1,0,1,0,32.8522565,-86.7032845
Choctaw County,Alabama,12589,25.0,1,1,0,0,31.9908095,-88.28213259999998
Clarke County,Alabama,23622,85.0,2,0,1,1,31.659134,-87.8192486
Clay County,Alabama,13235,45.0,1,0,0,1,33.2423393,-85.81965100000002
Cleburne County,Alabama,14910,0.0,0,0,0,0,33.6506958,-85.5017359
Coffee County,Alabama,52342,131.0,0,0,1,0,31.3629619,-85.98706690000002
Colbert County,Alabama,55241,363.0,2,0,0,2,34.6473396,-87.79217690000002
Conecuh County,Alabama,12067,58.0,1,0,1,0,31.3966783,-86.9437104
Coosa County,Alabama,10663,0.0,0,0,0,0,32.9181762,-86.2327497
Covington County,Alabama,37049,210.0,2,1,2,0,31.196549,-86.45972359999998
Crenshaw County,Alabama,13772,93.0,2,0,2,0,31.6809362,-86.32440090000001
Cullman County,Alabama,83768,185.0,2,1,1,0,34.1335332,-86.8779268
Dale County,Alabama,49172,89.0,1,0,1,0,31.3940969,-85.623763
Dallas County,Alabama,37196,175.0,1,0,1,0,32.3117968,-87.1046643
DeKalb County,Alabama,71513,134.0,1,0,1,0,34.4524349,-85.76621180000002
Elmore County,Alabama,81209,138.0,2,0,2,0,32.5801231,-86.12519499999998
Escambia County,Alabama,36633,142.0,2,1,0,1,31.1168422,-87.1070947
Etowah County,Alabama,102268,739.0,2,0,4,0,34.0371404,-86.022147
Fayette County,Alabama,16302,61.0,1,0,0,1,33.73034929999999,-87.7419088
Franklin County,Alabama,31362,125.0,2,0,1,1,34.440962,-87.8339064
Geneva County,Alabama,26271,83.0,1,0,0,1,31.0862933,-85.803014
Greene County,Alabama,8111,20.0,1,0,0,1,32.8620514,-87.9915392
Hale County,Alabama,14651,39.0,0,0,0,1,32.7412417,-87.6561668
Henry County,Alabama,17205,0.0,0,0,0,0,31.483804100000004,-85.2447377
Houston County,Alabama,105882,782.0,4,0,4,1,31.1355603,-85.26545920000002
Jackson County,Alabama,51626,170.0,1,0,0,1,34.7692447,-85.9867941
Jefferson County,Alabama,658573,4926.0,10,3,6,4,33.5228184,-86.91645129999998
Lamar County,Alabama,13805,0.0,0,0,0,0,33.7490016,-88.1003689
Lauderdale County,Alabama,92729,358.0,1,0,1,0,34.9049555,-87.6747398
Lawrence County,Alabama,32924,98.0,1,0,0,1,34.477636700000005,-87.30173309999998
Lee County,Alabama,164542,314.0,1,0,0,1,32.5814796,-85.3077038
Limestone County,Alabama,98915,102.0,1,0,2,0,34.8342463,-86.9901321
Lowndes County,Alabama,9726,0.0,0,0,0,0,32.1088066,-86.64025409999998
Macon County,Alabama,18068,0.0,1,0,0,1,32.366606,-85.66603070000002
Madison County,Alabama,372909,1178.0,4,1,3,2,34.7736807,-86.5675095
Marengo County,Alabama,18863,99.0,1,0,0,1,32.201002,-87.7569365
Marion County,Alabama,29709,120.0,2,1,1,0,34.112813200000005,-87.8544031
Marshall County,Alabama,96774,240.0,2,0,0,2,34.3396046,-86.33018009999998
Mobile County,Alabama,413210,1929.0,6,3,2,2,30.6488242,-88.194642
Monroe County,Alabama,20733,94.0,1,0,0,1,31.5593935,-87.37810040000002
Montgomery County,Alabama,226486,1143.0,4,1,2,4,32.1672192,-86.1999118
Morgan County,Alabama,119679,476.0,1,0,3,1,34.4296848,-86.8529584
Perry County,Alabama,8923,0.0,0,0,0,0,32.6421387,-87.28766390000001
Pickens County,Alabama,19930,56.0,1,0,0,1,33.294842100000004,-88.1244034
Pike County,Alabama,33114,97.0,1,0,1,0,31.7615793,-85.9259465
Randolph County,Alabama,22722,34.0,0,1,0,0,33.2651763,-85.46939609999998
Russell County,Alabama,57961,118.0,0,0,2,0,32.2698458,-85.1959487
St. Clair County,Alabama,89512,40.0,1,1,0,0,33.708640700000004,-86.3364
Shelby County,Alabama,217702,349.0,2,0,3,0,33.2503347,-86.66397459999997
Sumter County,Alabama,12427,33.0,0,1,0,0,32.5234698,-88.18379859999997
Talladega County,Alabama,79978,285.0,1,2,0,0,33.3967079,-86.1597137
Tallapoosa County,Alabama,40367,127.0,2,1,1,0,32.8595687,-85.80237740000003
Tuscaloosa County,Alabama,209355,933.0,2,0,2,5,33.2668398,-87.4862182
Walker County,Alabama,63521,267.0,1,0,1,0,33.78044910000001,-87.2767248
Washington County,Alabama,16326,25.0,1,0,0,1,31.3991238,-88.2019828
Wilcox County,Alabama,10373,30.0,1,0,0,1,31.9523021,-87.3005169
Winston County,Alabama,23629,59.0,1,1,0,0,34.1328863,-87.361354
Aleutians East Borough,Alaska,3337,0.0,0,0,0,0,55.0512443,-162.8916892
Aleutians West Census Area,Alaska,5634,0.0,0,0,0,0,51.5672222,178.8776
Anchorage Municipality,Alaska,288000,988.0,4,2,4,3,61.2163129,-149.8948523
Bethel Census Area,Alaska,18386,37.0,0,1,0,0,60.392415,-162.31349066487257
Bristol Bay Borough,Alaska,836,0.0,0,0,0,0,58.7370341,-156.87538669999995
Denali Borough,Alaska,2097,0.0,0,0,0,0,63.878678,-149.65016599999996
Dillingham Census Area,Alaska,4916,14.0,1,1,0,0,59.90111070000001,-158.2016852
Fairbanks North Star Borough,Alaska,96849,217.0,2,1,0,2,64.8649039,-146.7751619
Haines Borough,Alaska,2530,0.0,0,0,0,0,59.08312320000001,-135.3430573
Hoonah-Angoon Census Area,Alaska,2148,0.0,0,0,0,0,58.064782,-135.6992375472804
Juneau City and Borough,Alaska,31974,0.0,0,0,0,0,58.30194960000001,-134.419734
Kenai Peninsula Borough,Alaska,58708,204.0,3,2,0,1,60.0968272,-151.788033
Ketchikan Gateway Borough,Alaska,13901,54.0,1,1,0,0,55.489748,-131.01196299999998
Kodiak Island Borough,Alaska,12998,25.0,1,1,0,0,57.5433765,-153.35741240000004
Kusilvak Census Area,Alaska,8314,0.0,0,0,0,0,62.2002165,-163.764702
Lake and Peninsula Borough,Alaska,1592,0.0,0,0,0,0,58.32771089999999,-156.154765
Matanuska-Susitna Borough,Alaska,108317,74.0,1,0,1,0,62.3402481,-149.47932880000005
Nome Census Area,Alaska,10004,36.0,0,1,0,0,65.0031061,-163.09301509999997
North Slope Borough,Alaska,9832,0.0,0,0,0,0,69.5335129,-153.8220681
Northwest Arctic Borough,Alaska,7621,17.0,0,1,0,0,67.2385127,-159.98163469999997
Petersburg Borough,Alaska,3266,0.0,0,0,0,0,56.75122070000001,-133.4588406
Prince of Wales-Hyder Census Area,Alaska,6203,0.0,0,0,0,0,55.5110315,-132.99860349174082
Sitka City and Borough,Alaska,8493,0.0,0,0,0,0,57.4086082,-135.4596206
Skagway Municipality,Alaska,1183,0.0,0,0,0,0,59.62263620000001,-135.4094368
Southeast Fairbanks Census Area,Alaska,6893,0.0,0,0,0,0,63.8489123,-143.9873581406952
Valdez-Cordova Census Area,Alaska,9202,44.0,2,0,0,2,61.450876,-144.10378677754454
Wrangell City and Borough,Alaska,2502,0.0,0,0,0,0,56.2045673,-132.0432552
Yakutat City and Borough,Alaska,579,0.0,0,0,0,0,59.6391781,-139.3429439
Yukon-Koyukuk Census Area,Alaska,5230,0.0,0,0,0,0,65.22660049999999,-153.54722871598733
Apache County,Arizona,71887,45.0,2,1,0,2,35.214632,-109.4786676
Cochise County,Arizona,125922,267.0,7,2,1,3,31.8514532,-109.8181858
Coconino County,Arizona,143476,308.0,3,2,0,1,35.93632520000001,-111.6948197
Gila County,Arizona,54018,69.0,4,1,1,1,33.7517565,-110.8052705
Graham County,Arizona,38837,49.0,1,1,0,0,32.8397096,-109.8685752
Greenlee County,Arizona,9498,0.0,0,0,0,0,33.2312681,-109.2751297
La Paz County,Arizona,21108,25.0,2,1,0,1,33.7923828,-114.0184443
Maricopa County,Arizona,4485414,9767.0,41,24,27,6,33.34883,-112.49123
Mohave County,Arizona,212181,588.0,5,1,3,0,35.7218038,-113.8271174
Navajo County,Arizona,110924,130.0,4,2,0,2,35.1819775,-110.3549451
Pima County,Arizona,1047279,3157.0,12,2,7,6,32.1112624,-111.6546163
Pinal County,Arizona,462789,249.0,7,2,0,0,32.8085851,-111.4426212
Santa Cruz County,Arizona,46498,56.0,1,1,0,0,31.5094579,-110.8476281
Yavapai County,Arizona,235099,332.0,4,4,0,0,34.5668857,-112.5515965
Yuma County,Arizona,213787,410.0,1,1,1,1,32.7915374,-113.8975031
Arkansas County,Arkansas,17486,25.0,2,2,0,0,34.2902454,-91.3598511
Ashley County,Arkansas,19657,33.0,1,1,0,0,33.1742582,-91.7295595
Baxter County,Arkansas,41932,268.0,1,1,0,0,36.2820691,-92.3445222
Benton County,Arkansas,279141,335.0,5,1,2,0,36.3456186,-94.2670404
Boone County,Arkansas,37432,174.0,1,1,0,0,36.2829183,-93.0784759
Bradley County,Arkansas,10763,35.0,1,1,0,0,33.4494147,-92.16876
Calhoun County,Arkansas,5189,0.0,0,0,0,0,33.5556787,-92.5143633
Carroll County,Arkansas,28380,47.0,2,1,1,0,36.3386737,-93.5093048
Chicot County,Arkansas,10118,40.0,2,1,1,0,33.2536665,-91.3026986
Clark County,Arkansas,22320,25.0,1,1,0,0,34.054196600000004,-93.198963
Clay County,Arkansas,14551,25.0,1,0,0,1,36.3609902,-90.4087659
Cleburne County,Arkansas,24919,25.0,1,1,0,0,35.5298937,-92.0312818
Cleveland County,Arkansas,7956,0.0,0,0,0,0,33.8847138,-92.1724506
Columbia County,Arkansas,23457,70.0,1,0,0,1,33.1938586,-93.2344337
Conway County,Arkansas,20846,35.0,1,1,0,0,35.25219960000001,-92.6888936
Craighead County,Arkansas,110332,631.0,3,4,1,0,35.834841299999994,-90.6441144
Crawford County,Arkansas,63257,103.0,1,0,1,0,35.5803044,-94.2684622
Crittenden County,Arkansas,47955,206.0,1,1,1,0,35.2505701,-90.3192299
Cross County,Arkansas,16419,25.0,1,0,0,0,35.30012160000001,-90.7750181
Dallas County,Arkansas,7009,25.0,1,0,0,1,33.9630776,-92.6853662
Desha County,Arkansas,11361,50.0,2,1,0,0,33.7740219,-91.3110517
Drew County,Arkansas,18219,49.0,1,0,0,1,33.5716907,-91.7160969
Faulkner County,Arkansas,126007,172.0,2,1,2,0,35.147085100000005,-92.3219053
Franklin County,Arkansas,17715,0.0,1,0,0,0,35.5110075,-93.8864847
Fulton County,Arkansas,12477,25.0,1,0,0,1,36.37839810000001,-91.8110982
Garland County,Arkansas,99386,646.0,3,2,3,1,34.548894399999995,-93.18385390000002
Grant County,Arkansas,18265,0.0,0,0,0,0,34.2773864,-92.420578
Greene County,Arkansas,45325,129.0,1,1,0,0,36.09180300000001,-90.5778883
Hempstead County,Arkansas,21532,79.0,1,0,1,0,33.69493189999999,-93.6929825
Hot Spring County,Arkansas,33771,100.0,1,0,1,1,34.295635100000005,-92.9005742
Howard County,Arkansas,13202,25.0,1,1,0,0,34.0744088,-93.9745776
Independence County,Arkansas,37825,199.0,1,1,0,0,35.718344,-91.55326
Izard County,Arkansas,13629,25.0,0,1,0,0,36.0832532,-91.8894787
Jackson County,Arkansas,16719,133.0,1,0,0,0,35.5770886,-91.196742
Jefferson County,Arkansas,66824,498.0,1,1,0,1,34.2711667,-91.9248307
Johnson County,Arkansas,26578,80.0,1,1,0,0,35.56006970000001,-93.4550108
Lafayette County,Arkansas,6624,0.0,0,0,0,0,33.1821484,-93.5972459
Lawrence County,Arkansas,16406,25.0,1,0,0,1,36.00782120000001,-91.1655476
Lee County,Arkansas,8857,0.0,0,0,0,0,34.7836833,-90.7759619
Lincoln County,Arkansas,13024,0.0,0,0,0,0,33.9359663,-91.7713274
Little River County,Arkansas,12259,25.0,0,0,0,1,33.69687929999999,-94.2065398
Logan County,Arkansas,21466,41.0,2,2,0,0,35.22551710000001,-93.7233321
Lonoke County,Arkansas,73309,0.0,0,0,0,0,34.741440399999995,-91.862792
Madison County,Arkansas,16576,0.0,0,0,0,0,35.9728095,-93.7589024
Marion County,Arkansas,16694,0.0,0,0,0,0,36.2378521,-92.6999559
Miller County,Arkansas,43257,62.0,0,0,0,0,33.2766729,-93.9214795
Mississippi County,Arkansas,40651,193.0,2,0,0,2,35.7547987,-90.0875933
Monroe County,Arkansas,6701,0.0,0,0,0,0,34.6778982,-91.2289578
Montgomery County,Arkansas,8986,0.0,0,0,0,0,34.5218805,-93.6508234
Nevada County,Arkansas,8252,0.0,0,0,0,0,33.6413476,-93.3055491
Newton County,Arkansas,7753,0.0,0,0,0,0,35.918468,-93.2273047
Ouachita County,Arkansas,23382,100.0,1,1,0,0,33.5680929,-92.9355875
Perry County,Arkansas,10455,0.0,0,0,0,0,34.9616474,-92.8757514
Phillips County,Arkansas,17782,155.0,1,0,1,0,34.4427373,-90.8331287
Pike County,Arkansas,10718,32.0,1,0,0,1,34.1435885,-93.6428966
Poinsett County,Arkansas,23528,0.0,0,0,0,0,35.573018299999994,-90.6717121
Polk County,Arkansas,19964,65.0,1,0,0,1,34.4995799,-94.2397116
Pope County,Arkansas,64072,170.0,1,0,1,0,35.45386699999999,-93.0498623
Prairie County,Arkansas,8062,0.0,0,0,0,0,34.8105247,-91.5751148
Pulaski County,Arkansas,391911,3323.0,12,10,5,4,34.755016600000005,-92.3003472
Randolph County,Arkansas,17958,50.0,1,1,0,0,36.3412315,-91.0387017
St. Francis County,Arkansas,24994,118.0,1,0,1,0,35.0153956,-90.7263194
Saline County,Arkansas,122437,244.0,1,1,1,0,34.6021249,-92.6542869
Scott County,Arkansas,10281,0.0,1,0,1,0,34.8469384,-94.0431714
Searcy County,Arkansas,7881,0.0,0,0,0,0,35.90189870000001,-92.7098744
Sebastian County,Arkansas,127827,1050.0,5,3,3,0,35.1770785,-94.2654285
Sevier County,Arkansas,17007,35.0,1,0,1,0,33.98678579999999,-94.243888
Sharp County,Arkansas,17442,0.0,0,0,0,0,36.1344424,-91.4930274
Stone County,Arkansas,12506,25.0,1,1,0,0,35.8317159,-92.1747633
Union County,Arkansas,38682,166.0,1,0,1,0,33.16373660000001,-92.6171029
Van Buren County,Arkansas,16545,25.0,1,1,0,0,35.5759086,-92.4916144
Washington County,Arkansas,239187,876.0,7,1,5,1,35.9672625,-94.2280656
White County,Arkansas,78753,506.0,3,2,0,1,35.24630420000001,-91.7169687
Woodruff County,Arkansas,6320,0.0,0,0,0,0,35.171457399999994,-91.2229851
Yell County,Arkansas,21341,76.0,1,1,1,0,34.99060720000001,-93.4283105
Alameda County,California,1671329,4046.0,6,15,4,7,37.6090291,-121.899142
Alpine County,California,1129,0.0,0,0,0,0,38.5893934,-119.8345013
Amador County,California,39752,52.0,1,1,0,0,38.449089,-120.5911018
Butte County,California,219186,592.0,3,6,0,1,39.6519275,-121.5858444
Calaveras County,California,45905,48.0,1,1,0,0,38.255818100000006,-120.4981492
Colusa County,California,21547,48.0,1,1,0,0,39.1465578,-122.2209563
Contra Costa County,California,1153526,1993.0,3,7,1,4,37.9034806,-121.9175345
Del Norte County,California,27812,49.0,0,1,0,0,41.7261767,-123.91328
El Dorado County,California,192843,240.0,1,2,0,1,38.75741370000001,-120.5276129
Fresno County,California,999101,3551.0,6,6,5,4,36.671350200000006,-119.8155355
Glenn County,California,28393,47.0,0,1,0,0,39.5912766,-122.3778662
Humboldt County,California,135558,299.0,2,3,1,2,40.5997415,-123.89977340000002
Imperial County,California,181215,268.0,2,0,0,2,33.0305487,-115.3595666
Inyo County,California,18039,62.0,1,0,0,2,36.5595325,-117.4074712
Kern County,California,900202,1833.0,6,8,5,2,35.3145701,-118.7538222
Kings County,California,152940,223.0,1,1,1,2,36.0784807,-119.7956342
Lake County,California,64386,62.0,2,2,0,0,39.0505411,-122.7776556
Lassen County,California,30573,38.0,1,1,0,0,40.7685579,-120.730998
Los Angeles County,California,10039107,30371.0,35,65,48,15,34.315507200000006,-118.2096814
Madera County,California,157327,462.0,1,2,0,0,37.1716264,-119.7737991
Marin County,California,258826,458.0,0,2,1,1,38.0409144,-122.6199638
Mariposa County,California,17203,34.0,1,0,1,0,37.570148,-119.9036592
Mendocino County,California,86749,141.0,3,2,0,1,39.3176491,-123.4126399
Merced County,California,277680,246.0,2,2,0,1,37.1641544,-120.7678602
Modoc County,California,8841,113.0,1,0,0,2,41.5450487,-120.74359979999998
Mono County,California,14444,17.0,0,0,0,1,37.9533927,-118.9398758
Monterey County,California,434061,793.0,2,2,0,2,36.2231079,-121.3877428
Napa County,California,137744,1780.0,2,2,0,1,38.4898675,-122.3218414
Nevada County,California,99755,176.0,2,1,0,1,39.3540335,-120.8089843
Orange County,California,3175692,8444.0,13,19,21,1,33.750037799999994,-117.8704931
Placer County,California,398329,748.0,1,3,1,0,39.1012064,-120.7650606
Plumas County,California,18807,87.0,1,0,0,3,39.9430988,-120.8059521
Riverside County,California,2470546,3945.0,9,7,9,7,33.721999100000005,-116.0372472
Sacramento County,California,1552058,4159.0,4,11,6,2,38.4732259,-121.2980707
San Benito County,California,62808,181.0,1,0,0,2,36.6248089,-121.1177379
San Bernardino County,California,2180085,5929.0,17,14,8,9,34.8253019,-116.0833144
San Diego County,California,3338330,7658.0,15,18,8,9,32.9637838,-116.7706277
San Francisco County,California,881549,4828.0,2,8,2,6,37.7790262,-122.4199061
San Joaquin County,California,762148,1280.0,4,7,1,2,37.9372901,-121.2773719
San Luis Obispo County,California,283111,1747.0,2,1,2,2,35.35402089999999,-120.3757163
San Mateo County,California,766573,1781.0,1,9,0,2,37.496904,-122.33305729999998
Santa Barbara County,California,446499,1054.0,2,5,1,2,34.7136533,-119.9858232
Santa Clara County,California,1927852,3831.0,7,11,4,2,37.2333253,-121.68463490000002
Santa Cruz County,California,273213,432.0,2,4,0,1,37.050096,-121.9905908
Shasta County,California,180080,763.0,2,1,4,2,40.7965121,-121.9979194
Sierra County,California,3005,39.0,0,0,0,1,39.5849065,-120.5305731
Siskiyou County,California,43539,61.0,1,2,0,0,41.5007223,-122.54435414752092
Solano County,California,447643,749.0,4,5,2,0,38.2218938,-121.9163555
Sonoma County,California,494336,2071.0,4,7,1,3,38.5110803,-122.8473388
Stanislaus County,California,550660,1729.0,6,4,4,2,37.550087100000006,-121.0501425
Sutter County,California,96971,92.0,0,1,2,1,38.9509675,-121.697088
Tehama County,California,65084,76.0,1,1,0,0,40.1251334,-122.2015529
Trinity County,California,12285,51.0,1,0,0,1,40.6053256,-123.171268
Tulare County,California,466195,2086.0,1,0,0,7,36.2516475,-118.852583
Tuolumne County,California,54478,152.0,1,3,0,0,38.056944,-119.9919351
Ventura County,California,846006,1690.0,6,6,5,2,34.4458248,-119.0779359
Yolo County,California,220500,156.0,0,2,0,0,38.7184542,-121.9059001
Yuba County,California,78668,173.0,1,1,0,1,39.2839755,-121.3556818
Adams County,Colorado,517421,716.0,4,1,4,1,39.8714085,-104.2701374
Alamosa County,Colorado,16233,44.0,1,1,0,0,37.5780995,-105.7890452
Arapahoe County,Colorado,656590,1018.0,6,2,5,0,39.6416781,-104.3628567
Archuleta County,Colorado,14029,11.0,1,1,0,0,37.1995993,-107.0842479
Baca County,Colorado,3581,79.0,0,0,0,1,37.3147687,-102.5770885
Bent County,Colorado,5577,0.0,0,0,0,0,37.9421152,-103.0964287
Boulder County,Colorado,326196,700.0,5,6,0,0,40.102555,-105.36320790000002
Broomfield County,Colorado,70465,92.0,1,1,0,0,39.92038270000001,-105.06914640000002
Chaffee County,Colorado,20356,25.0,1,0,0,1,38.7413025,-106.1825012
Cheyenne County,Colorado,1831,11.0,1,0,0,1,38.8307233,-102.6177692
Clear Creek County,Colorado,9700,0.0,0,0,0,0,39.67545910000001,-105.64353490000002
Conejos County,Colorado,8205,17.0,1,0,0,1,37.1851939,-106.1655431
Costilla County,Colorado,3887,0.0,0,0,0,0,37.2367948,-105.4182008
Crowley County,Colorado,6061,0.0,0,0,0,0,38.3394806,-103.8263042
Custer County,Colorado,5068,0.0,0,0,0,0,38.10729620000001,-105.3543375
Delta County,Colorado,31162,49.0,1,0,0,1,38.8368777,-107.8568294
Denver County,Colorado,727211,2426.0,8,4,8,3,39.7348381,-104.9653271
Dolores County,Colorado,2055,0.0,0,0,0,0,37.7524811,-108.4596087
Douglas County,Colorado,351154,456.0,5,2,2,0,39.34204370000001,-104.9468945
Eagle County,Colorado,55127,58.0,0,1,0,0,39.6161124,-106.7172844
Elbert County,Colorado,26729,0.0,0,0,0,0,39.3138822,-104.0868973
El Paso County,Colorado,720403,1511.0,6,2,5,3,38.8287435,-104.5253456
Fremont County,Colorado,47839,25.0,1,1,0,0,38.4692006,-105.4328622
Garfield County,Colorado,60061,119.0,2,2,0,0,39.5462048,-107.8776144
Gilpin County,Colorado,6243,0.0,0,0,0,0,39.8586654,-105.5025219
Grand County,Colorado,15734,44.0,2,0,2,0,40.0990074,-106.1366966
Gunnison County,Colorado,17462,24.0,1,0,0,1,38.64767020000001,-107.0603126
Hinsdale County,Colorado,820,0.0,0,0,0,0,37.813681,-107.3304179
Huerfano County,Colorado,6897,20.0,1,0,0,1,37.7013983,-105.0218531
Jackson County,Colorado,1392,0.0,0,0,0,0,40.6531945,-106.3447246
Jefferson County,Colorado,582881,764.0,3,2,1,0,39.5699803,-105.2561919
Kiowa County,Colorado,1406,42.0,0,0,0,1,38.4411214,-102.7628476
Kit Carson County,Colorado,7097,19.0,0,0,0,1,39.3080613,-102.62075
Lake County,Colorado,8127,25.0,1,0,0,1,39.2056525,-106.342801
La Plata County,Colorado,56221,94.0,1,1,1,0,37.2889732,-107.8539029
Larimer County,Colorado,356899,725.0,5,4,3,1,40.6810174,-105.47269070000002
Las Animas County,Colorado,14506,25.0,1,1,0,0,37.3096626,-104.0591427
Lincoln County,Colorado,5701,50.0,1,0,0,1,38.92082960000001,-103.4885462
Logan County,Colorado,22409,25.0,1,1,0,0,40.7250975,-103.1221379
Mesa County,Colorado,154210,460.0,1,2,0,0,39.0589084,-108.565996
Mineral County,Colorado,769,0.0,0,0,0,0,37.6584133,-106.9311267
Moffat County,Colorado,13283,0.0,1,0,0,1,40.6083135,-108.252345
Montezuma County,Colorado,26183,25.0,1,1,0,0,37.34765460000001,-108.6260849
Montrose County,Colorado,42758,69.0,1,1,0,0,38.4375391,-108.2403855
Morgan County,Colorado,29068,69.0,2,1,1,0,40.24076210000001,-103.8225695
Otero County,Colorado,18278,78.0,1,1,0,0,37.8872079,-103.7415268
Ouray County,Colorado,4952,0.0,0,0,0,0,38.146044,-107.7414887
Park County,Colorado,18845,0.0,0,0,0,0,39.1089299,-105.7561639
Phillips County,Colorado,4265,40.0,1,0,0,2,40.5888329,-102.3701723
Pitkin County,Colorado,17767,25.0,1,0,0,1,39.2037774,-106.8695332
Prowers County,Colorado,12172,25.0,1,0,0,1,37.9455797,-102.4130793
Pueblo County,Colorado,168424,1292.0,3,2,0,2,38.187635,-104.5350145
Rio Blanco County,Colorado,6324,46.0,2,0,0,1,39.9847294,-108.1807779
Rio Grande County,Colorado,11267,17.0,1,1,0,0,37.5668223,-106.3832155
Routt County,Colorado,25638,98.0,1,1,0,0,40.4514373,-106.9724072
Saguache County,Colorado,6824,0.0,0,0,0,0,38.0945348,-106.3563372
San Juan County,Colorado,728,0.0,0,0,0,0,37.7633081,-107.6495508
San Miguel County,Colorado,8179,0.0,0,0,0,0,37.96345975,-108.41184816085344
Sedgwick County,Colorado,2248,64.0,1,0,0,1,40.8698595,-102.3777262
Summit County,Colorado,31011,34.0,1,1,0,0,39.6070951,-106.0636654
Teller County,Colorado,25388,15.0,1,0,1,0,38.889575,-105.1797307
Washington County,Colorado,4908,0.0,0,0,0,0,39.9017011,-103.1521676
Weld County,Colorado,324492,300.0,1,1,0,0,40.5632344,-104.4835287
Yuma County,Colorado,10019,28.0,2,0,0,2,40.0163487,-102.458253
Fairfield County,Connecticut,943332,2066.0,6,7,1,0,41.2943069,-73.37486
Hartford County,Connecticut,891720,2980.0,7,9,0,3,41.7923478,-72.722324
Litchfield County,Connecticut,180333,272.0,2,2,1,0,41.767249,-73.25430490000002
Middlesex County,Connecticut,162436,215.0,1,1,0,0,41.4510811,-72.5528113
New Haven County,Connecticut,854757,3045.0,5,9,0,1,41.4082,-72.93302829999998
New London County,Connecticut,265206,465.0,2,2,0,0,41.4915013,-72.1237666
Tolland County,Connecticut,150721,174.0,2,3,0,0,41.818446,-72.3562252
Windham County,Connecticut,116782,234.0,2,2,0,0,41.8208345,-72.00512009999998
Kent County,Delaware,180786,288.0,1,1,1,0,39.1156908,-75.4841394
New Castle County,Delaware,558753,2016.0,3,4,4,1,39.6159851,-75.66295600000002
Sussex County,Delaware,234225,476.0,3,3,0,0,38.6908097,-75.36914209999998
District of Columbia,District of Columbia,705749,4304.0,7,6,3,3,38.90651435,-77.03737669188929
Alachua County,Florida,269043,1765.0,3,2,2,1,29.675568,-82.36401090000003
Baker County,Florida,29210,1163.0,2,1,0,1,30.3143459,-82.2847163
Bay County,Florida,174705,752.0,3,0,4,1,30.248169300000004,-85.6593633
Bradford County,Florida,28201,25.0,1,1,0,0,29.9715087,-82.1608653
Brevard County,Florida,601942,1768.0,5,6,4,1,28.2446658,-80.728624
Broward County,Florida,1952778,6803.0,10,3,11,11,26.1598074,-80.4623642
Calhoun County,Florida,14105,25.0,1,1,0,0,30.3853734,-85.2223516
Charlotte County,Florida,188910,823.0,3,0,3,0,26.9013269,-81.91567990000001
Citrus County,Florida,149657,332.0,2,1,1,0,28.8512851,-82.51412090000002
Clay County,Florida,219252,416.0,2,1,2,0,29.9766524,-81.8470596
Collier County,Florida,384902,1051.0,4,2,4,0,26.087964000000003,-81.3794941
Columbia County,Florida,71686,346.0,2,0,1,2,30.1935988,-82.6327488
DeSoto County,Florida,38001,49.0,1,1,0,0,27.190253,-81.82442320000001
Dixie County,Florida,16826,0.0,0,0,0,0,29.621400800000004,-83.17351
Duval County,Florida,957755,4071.0,10,9,3,1,30.354007300000006,-81.66321090000002
Escambia County,Florida,318316,1310.0,4,1,2,1,30.6625885,-87.3451089
Flagler County,Florida,115081,99.0,1,1,0,0,29.484441200000006,-81.2917415
Franklin County,Florida,12125,25.0,1,0,1,0,29.8323143,-84.8239118
Gadsden County,Florida,45660,1253.0,2,0,1,1,30.5937346,-84.6389937
Gilchrist County,Florida,18582,0.0,0,0,0,0,29.7131619,-82.7975172
Glades County,Florida,13811,0.0,0,0,0,0,26.9328123,-81.1895983
Gulf County,Florida,13639,19.0,1,1,0,0,29.9665252,-85.21758890000002
Hamilton County,Florida,14428,0.0,0,0,0,0,30.5232289,-82.9763531
Hardee County,Florida,26937,25.0,1,1,0,0,27.4856349,-81.8196804
Hendry County,Florida,42022,25.0,1,0,0,1,26.597094,-81.1520667
Hernando County,Florida,193920,620.0,3,1,4,0,28.571015600000006,-82.46050679999998
Highlands County,Florida,106221,323.0,3,2,1,0,27.3513186,-81.36157170000001
Hillsborough County,Florida,1471968,4857.0,11,12,6,2,27.9184543,-82.3488057
Holmes County,Florida,19617,20.0,1,0,0,1,30.891867600000005,-85.81382070000002
